;ID;Genero;Edad;Profesion;Experiencia laboral;Gastoscore;Family_Size;Generacion;Ingresos anuales brutos;Provincia;Digital_encuesta;Gasto_medio_mensual_cuota;Abandono;Dias_cliente
1982;CLI1984;1;83;8;0;0;2;0;46585;29;1.052;50;0;271
1983;CLI1985;0;41;6;1;1;4;3;64371;6;1.721;30;0;85
1984;CLI1986;1;92;8;0;0;2;0;33254;4;0.857;30;1;169
1985;CLI1987;0;46;7;0;1;2;1;98233;27;1.58;50;0;116
1986;CLI1988;1;43;5;0;2;2;3;98777;27;1.307;50;1;375
1987;CLI1989;1;46;0;0;2;2;1;77370;27;1.385;50;1;158
1988;CLI1990;0;44;0;0;2;2;1;129165;45;2.066;50;0;515
1989;CLI1991;0;57;5;0;1;1;1;93148;22;15.215;50;1;299
1990;CLI1992;1;57;0;0;1;1;1;97997;4;1.091;120;1;301
1991;CLI1993;1;34;7;1;1;4;3;31758;39;1.399;30;1;389
1992;CLI1994;1;41;6;1;1;2;3;89828;45;1.468;50;0;527
1993;CLI1995;1;30;0;2;1;1;3;26745;11;0.893;30;0;182
1994;CLI1996;0;39;4;1;1;4;3;24470;40;1.859;30;0;534
1995;CLI1997;1;87;0;0;0;2;0;117570;26;1.091;50;1;161
1996;CLI1998;0;31;5;2;1;4;3;31853;11;0.939;30;0;471
1997;CLI1999;1;34;3;1;1;4;3;19845;35;1.215;30;0;132
1998;CLI2000;1;97;2;0;0;3;0;105675;24;1.365;30;0;120
1999;CLI2001;0;56;7;0;1;1;1;89921;0;1.639;50;0;247
2000;CLI2002;1;42;7;0;1;2;3;50620;47;0.663;50;0;398
2001;CLI2003;0;58;0;0;2;2;1;49205;17;1.228;50;0;318
2002;CLI2004;0;47;0;0;1;2;1;26337;33;1.678;30;0;359
2003;CLI2005;1;61;2;0;1;2;1;78555;43;1.287;120;1;149
2004;CLI2006;1;39;0;1;1;2;3;28265;45;1.56;30;0;468
2005;CLI2007;0;28;4;2;2;2;3;18940;48;1.823;30;1;326
2006;CLI2008;1;64;0;0;2;4;1;45489;24;1.463;30;1;177
2007;CLI2009;0;35;5;1;1;6;3;29847;20;0.962;30;0;118
2008;CLI2010;0;54;0;0;2;4;1;71842;9;1.17;30;1;181
2009;CLI2011;0;58;7;0;0;2;1;62588;23;1.678;30;1;162
2010;CLI2012;0;34;4;1;1;4;3;23299;23;1.054;30;0;450
2011;CLI2013;1;43;0;0;1;2;3;60625;16;1.123;50;0;47
2012;CLI2014;1;46;7;0;1;1;1;51435;7;1.072;50;0;597
2013;CLI2015;1;22;3;2;1;5;2;16535;46;2.789;30;1;110
2014;CLI2016;1;55;7;0;1;2;1;72870;46;0.759;50;0;141
2015;CLI2017;1;29;5;2;1;6;3;21186;5;2.685;30;0;202
2016;CLI2018;1;51;0;0;2;3;1;121793;30;0.74;80;0;360
2017;CLI2019;1;33;5;1;1;2;3;20545;39;1.928;30;0;117
2018;CLI2020;0;66;5;0;2;2;1;129721;5;1.385;50;0;244
2019;CLI2021;1;92;8;0;1;1;0;102218;29;1.052;120;0;316
2020;CLI2022;0;41;1;1;1;1;3;45918;39;1.537;50;1;152
2021;CLI2023;1;69;0;0;1;1;1;33440;16;1.209;30;0;573
2022;CLI2024;0;42;3;0;1;2;3;113161;32;1.008;50;0;573
2023;CLI2025;1;56;7;0;2;4;1;126484;34;1.424;80;1;261
2024;CLI2026;1;22;3;2;1;4;2;21122;6;2.513;30;0;589
2025;CLI2027;0;28;3;2;1;3;3;30106;0;3.065;30;0;253
2026;CLI2028;0;36;5;1;1;5;3;30611;47;1.031;30;1;108
2027;CLI2029;0;34;4;1;1;1;3;29801;36;0.916;30;1;311
2028;CLI2030;1;63;3;0;1;3;1;85947;10;1.404;80;1;358
2029;CLI2031;1;46;0;0;1;4;1;118415;43;1.639;80;1;363
2030;CLI2032;1;44;7;0;2;5;1;62263;36;2.066;30;1;358
2031;CLI2033;1;73;8;0;0;3;1;116880;2;0.837;30;0;94
2032;CLI2034;1;23;1;2;1;4;2;22128;11;2.892;30;0;216
2033;CLI2035;1;80;2;0;0;2;0;49725;14;0.876;30;1;135
2034;CLI2036;0;51;0;0;1;2;1;50363;21;1.756;50;0;30
2035;CLI2037;0;73;0;0;2;2;1;119395;20;1.737;50;0;207
2036;CLI2038;1;30;5;2;2;2;3;28953;42;0.87;30;0;197
2037;CLI2039;0;39;1;1;1;1;3;25182;45;1.606;30;0;507
2038;CLI2040;0;58;0;0;0;4;1;60361;36;1.678;30;1;299
2039;CLI2041;1;88;8;0;1;1;0;32354;49;1.267;30;0;251
2040;CLI2042;0;69;0;0;2;3;1;71440;39;0.583;80;0;461
2041;CLI2043;0;45;5;0;1;1;1;64199;41;1.468;50;0;130
2042;CLI2044;1;47;0;0;2;4;1;125635;2;1.619;80;0;68
2043;CLI2045;1;52;8;0;0;3;1;25971;17;1.561;30;0;543
2044;CLI2046;0;20;6;2;1;5;2;23490;33;1.236;30;1;224
2045;CLI2047;0;36;7;1;1;4;3;21834;34;0.824;30;0;306
2046;CLI2048;1;33;4;1;1;3;3;20220;12;1.928;30;0;64
2047;CLI2049;1;94;2;0;0;2;0;119343;43;1.561;50;0;294
2048;CLI2050;0;51;0;0;0;1;1;81747;32;1.013;50;0;560
2049;CLI2051;1;53;5;0;1;2;1;85521;28;1.678;50;1;250
2050;CLI2052;1;88;8;0;0;2;0;96148;21;0.564;50;0;580
2051;CLI2053;1;36;0;1;1;1;3;19594;30;1.054;30;0;85
2052;CLI2054;0;40;0;1;0;7;3;29763;32;1.859;30;0;540
2053;CLI2055;1;30;7;2;2;2;3;29653;44;1.606;30;0;504
2054;CLI2056;1;31;3;2;1;5;3;25700;20;1.353;30;0;214
2055;CLI2057;0;39;5;1;2;3;3;25972;3;0.847;30;0;256
2056;CLI2058;1;29;7;2;1;3;3;20936;33;2.651;30;1;334
2057;CLI2059;0;43;1;0;2;3;3;98355;42;1.123;30;0;363
2058;CLI2060;0;62;0;0;0;4;1;116448;3;1.248;80;1;250
2059;CLI2061;0;29;0;2;1;2;3;25500;26;2.685;30;0;101
2060;CLI2062;1;34;7;1;1;2;3;18386;36;1.491;30;0;566
2061;CLI2063;1;23;3;2;1;2;2;14617;29;1.547;30;0;486
2062;CLI2064;1;43;7;0;2;4;3;80460;15;1.376;30;0;36
2063;CLI2065;0;56;0;0;1;1;1;70885;6;0.759;50;0;341
2064;CLI2066;1;50;5;0;1;4;1;103880;17;1.619;30;0;218
2065;CLI2067;0;36;1;1;1;1;3;22299;15;1.146;30;1;174
2066;CLI2068;1;68;8;0;1;1;1;64939;8;1.717;30;0;60
2067;CLI2069;0;88;8;0;0;2;0;59377;39;1.033;50;0;404
2068;CLI2070;1;85;2;0;1;1;0;111683;21;1.424;50;0;294
2069;CLI2071;0;32;3;1;1;5;3;18050;24;0.801;30;0;439
2070;CLI2072;0;36;4;1;2;5;3;25167;31;1.238;30;1;114
2071;CLI2073;1;32;0;1;1;3;3;25016;8;1.698;30;0;203
2072;CLI2074;0;22;3;2;1;1;2;17631;24;1.547;30;0;542
2073;CLI2075;1;47;0;0;1;2;1;42343;49;1.678;50;1;193
2074;CLI2076;0;20;3;2;1;3;2;22684;43;3.099;30;0;173
2075;CLI2077;1;58;0;0;2;3;1;93645;13;1.678;80;1;371
2076;CLI2078;1;31;7;2;2;3;3;28483;0;1.307;30;1;140
2077;CLI2079;0;47;7;0;1;4;1;112700;43;11.305;80;0;584
2078;CLI2080;1;34;7;1;1;3;3;24495;19;0.709;30;1;175
2079;CLI2081;0;31;3;2;1;2;3;29948;32;1.951;30;0;447
2080;CLI2082;1;72;0;0;1;2;1;93277;23;0.798;50;1;153
2081;CLI2083;1;36;0;1;2;2;3;23783;19;0.893;30;1;112
2082;CLI2084;1;54;0;0;2;6;1;95554;46;1.013;30;1;364
2083;CLI2085;1;36;3;1;1;4;3;25811;44;1.192;30;1;328
2084;CLI2086;1;58;0;0;2;2;1;31407;34;0.994;30;0;356
2085;CLI2087;0;52;0;0;2;4;1;61433;5;1.17;80;0;109
2086;CLI2088;1;34;7;1;1;7;3;25682;27;1.1;30;0;476
2087;CLI2089;1;57;2;0;0;4;1;88753;28;1.228;80;1;182
2088;CLI2090;1;67;4;0;2;2;1;100098;13;1.541;120;0;353
2089;CLI2091;1;34;3;1;1;7;3;28572;12;1.583;30;0;462
2090;CLI2092;0;33;3;1;1;2;3;24387;33;0.893;30;1;382
2091;CLI2093;1;69;7;0;2;2;1;61275;29;1.15;50;0;121
2092;CLI2094;1;76;2;0;2;2;1;99122;44;1.58;120;1;316
2093;CLI2095;1;32;4;1;1;4;3;24758;8;1.33;30;0;160
2094;CLI2096;0;62;4;0;2;5;1;90801;17;1.209;30;0;495
2095;CLI2097;0;79;0;0;2;3;0;126151;39;1.424;80;1;108
2096;CLI2098;1;97;8;0;1;1;0;125755;39;1.502;120;1;300
2097;CLI2099;1;33;4;1;1;4;3;29452;14;0.824;30;1;354
2098;CLI2100;0;34;3;1;1;4;3;23228;18;0.732;30;0;392
2099;CLI2101;1;45;0;0;1;3;1;111374;29;1.169;30;0;200
2100;CLI2102;0;34;3;1;1;7;3;24130;23;1.468;30;0;459
2101;CLI2103;1;22;3;2;1;5;2;19058;33;2.168;30;0;184
2102;CLI2104;0;29;6;2;0;3;3;25856;3;10.635;30;1;168
2103;CLI2105;1;53;7;0;2;5;1;123001;47;1.541;200;0;196
2104;CLI2106;1;29;3;2;1;1;3;19885;49;14.085;30;0;69
2105;CLI2107;1;22;3;2;1;4;2;22680;48;1.995;30;0;104
2106;CLI2108;1;45;0;0;1;4;1;28175;44;1.008;30;0;84
2107;CLI2109;1;22;3;2;1;5;2;22385;36;2.202;30;0;423
2108;CLI2110;1;69;1;0;1;3;1;93666;0;1.541;80;1;371
2109;CLI2111;1;97;2;0;1;1;0;88475;44;1.639;50;0;525
2110;CLI2112;0;43;4;0;1;3;3;59086;18;1.215;30;0;435
2111;CLI2113;1;61;4;0;0;4;1;40832;45;1.6;30;1;355
2112;CLI2114;1;35;3;1;1;1;3;31908;16;1.698;30;1;277
2113;CLI2115;1;35;7;1;1;2;3;27447;28;0.847;30;1;118
2114;CLI2116;0;42;0;0;2;3;3;88877;43;1.813;30;0;80
2115;CLI2117;0;68;4;0;1;1;1;103894;48;1.658;50;1;101
2116;CLI2118;1;20;3;2;1;5;2;15367;2;1.236;30;1;284
2117;CLI2119;1;74;2;0;0;2;1;37175;45;1.737;30;0;95
2118;CLI2120;0;46;0;0;1;2;1;39470;35;1.619;50;0;296
2119;CLI2121;0;50;4;0;1;1;1;46146;38;1.091;50;0;398
2120;CLI2122;1;51;5;0;2;3;1;45806;19;0.896;30;1;225
2121;CLI2123;1;22;3;2;1;4;2;13657;9;2.651;30;0;420
2122;CLI2124;0;45;4;0;0;3;1;62136;8;1.767;30;1;194
2123;CLI2125;0;39;4;1;2;4;3;31913;45;1.859;30;0;35
2124;CLI2126;0;57;0;0;1;2;1;53463;48;1.756;50;0;79
2125;CLI2127;0;69;0;0;2;4;1;41378;5;0.661;30;0;368
2126;CLI2128;1;56;2;0;1;3;1;126391;48;1.756;200;0;569
2127;CLI2129;0;32;7;1;2;2;3;31002;46;1.215;30;0;320
2128;CLI2130;1;30;5;2;1;4;3;21925;24;0.801;30;0;475
2129;CLI2131;0;41;5;1;1;1;3;50186;20;1.606;50;0;333
2130;CLI2132;0;32;1;1;2;2;3;31007;12;1.514;30;0;450
2131;CLI2133;0;55;0;0;1;2;1;103098;12;0.603;50;0;596
2132;CLI2134;1;81;8;0;1;1;0;93481;30;0.681;50;0;174
2133;CLI2135;0;79;0;0;2;3;0;71855;48;0.818;80;0;292
2134;CLI2136;0;91;8;0;0;2;0;49958;14;0.603;50;0;165
2135;CLI2137;1;41;4;1;2;3;3;128857;12;1.376;200;0;428
2136;CLI2138;0;21;3;2;1;3;2;19653;47;1.167;30;1;313
2137;CLI2139;0;33;0;1;1;1;3;26157;14;1.514;30;1;138
2138;CLI2140;0;51;4;0;1;2;1;78269;25;0.681;50;0;61
2139;CLI2141;0;72;5;0;1;2;1;64180;19;1.15;50;1;192
2140;CLI2142;0;97;8;0;2;2;0;31408;19;1.697;30;0;131
2141;CLI2143;1;47;7;0;2;2;1;88497;33;0.642;50;0;575
2142;CLI2144;1;55;2;0;0;3;1;59008;26;1.17;80;0;290
2143;CLI2145;1;39;0;1;1;2;3;28646;28;1.399;30;0;366
2144;CLI2146;1;74;8;0;1;1;1;76963;23;1.541;50;1;157
2145;CLI2147;1;73;2;0;1;1;1;122568;18;0.818;50;0;213
2146;CLI2148;0;43;0;0;1;2;3;61146;5;1.146;50;1;216
2147;CLI2149;0;51;1;0;2;1;1;43172;13;1.365;50;1;222
2148;CLI2150;0;35;1;1;1;1;3;21135;9;0.686;30;0;78
2149;CLI2151;0;44;0;0;1;1;1;24350;29;1.974;30;0;592
2150;CLI2152;1;97;8;0;0;3;0;112587;35;1.346;80;0;267
2151;CLI2153;1;33;3;1;1;5;3;25728;15;1.905;30;0;531
2152;CLI2154;1;35;7;1;1;1;3;25885;32;1.077;30;0;41
2153;CLI2155;1;47;6;0;1;2;1;22449;5;1.326;30;0;323
2154;CLI2156;0;61;4;0;2;2;1;105324;39;1.619;120;1;242
2155;CLI2157;0;52;0;0;2;3;1;81698;16;1.072;80;1;296
2156;CLI2158;0;80;4;0;1;1;0;22352;3;1.619;30;1;389
2157;CLI2159;1;43;0;0;1;1;3;30669;21;1.951;30;0;139
2158;CLI2160;1;24;3;2;1;4;2;23524;19;2.513;30;1;143
2159;CLI2161;1;43;8;0;2;5;3;56520;21;0.686;30;0;480
2160;CLI2162;0;34;3;1;1;7;3;21493;39;1.698;30;0;362
2161;CLI2163;1;30;3;2;1;3;3;27534;9;0.893;30;0;355
2162;CLI2164;1;21;3;2;1;4;2;20578;18;1.616;30;0;313
2163;CLI2165;1;76;5;0;2;2;1;65675;41;0.622;30;0;455
2164;CLI2166;1;41;5;1;2;2;3;27691;11;0.686;30;0;599
2165;CLI2167;1;50;2;0;0;2;1;76895;21;0.837;50;1;335
2166;CLI2168;0;24;5;2;1;3;2;21103;9;1.857;30;0;58
2167;CLI2169;0;29;5;2;1;3;3;18480;26;1.857;30;0;383
2168;CLI2170;1;43;0;0;1;3;3;90561;16;1.1;30;1;146
2169;CLI2171;1;67;7;0;1;2;1;113612;2;1.502;50;0;72
2170;CLI2172;0;81;8;0;0;2;0;111880;30;1.385;120;0;276
2171;CLI2173;1;32;0;1;1;1;3;23658;28;1.261;30;0;335
2172;CLI2174;1;32;1;1;1;1;3;21462;36;1.146;30;0;37
2173;CLI2175;1;40;2;1;1;3;3;22083;27;0.916;30;0;557
2174;CLI2176;0;69;5;0;1;2;1;60849;3;0.955;50;0;273
2175;CLI2177;1;76;0;0;2;5;1;128435;40;1.6;200;0;390
2176;CLI2178;0;39;0;1;1;2;3;23165;16;2.02;30;0;477
2177;CLI2179;1;89;8;0;1;1;0;48885;30;0.857;50;1;234
2178;CLI2180;0;78;8;0;0;2;1;51350;46;0.661;30;1;131
2179;CLI2181;0;34;3;1;1;2;3;19614;6;1.698;30;1;242
2180;CLI2182;1;45;7;0;2;4;1;105813;41;1.008;30;1;142
2181;CLI2183;1;39;1;1;2;3;3;27197;16;2.066;30;1;228
2182;CLI2184;0;57;0;0;1;1;1;105310;10;0.661;50;1;313
2183;CLI2185;1;21;3;2;1;4;2;19527;19;2.064;30;0;424
2184;CLI2186;0;43;0;0;1;1;3;46541;43;1.031;50;0;435
2185;CLI2187;1;50;0;0;1;2;1;111749;48;1.385;120;0;342
2186;CLI2188;0;21;6;2;1;4;2;23005;11;1.926;30;0;271
2187;CLI2189;1;25;3;2;1;5;2;22316;34;10.635;30;0;518
2188;CLI2190;1;85;8;0;1;2;0;64944;17;1.717;30;0;454
2189;CLI2191;0;92;8;0;1;1;0;95820;5;0.915;50;1;266
2190;CLI2192;1;52;7;0;0;4;1;24499;31;0.681;30;0;293
2191;CLI2193;1;32;7;1;1;3;3;25621;28;0.732;30;1;218
2192;CLI2194;0;39;0;1;1;3;3;31504;9;1.721;30;1;383
2193;CLI2195;1;44;0;0;1;2;1;69146;46;1.468;50;0;352
2194;CLI2196;1;39;3;1;1;1;3;18554;16;2.043;30;0;276
2195;CLI2197;1;22;3;2;1;3;2;19915;4;2.685;30;0;102
2196;CLI2198;1;47;7;0;1;2;1;51932;42;1.561;50;0;151
2197;CLI2199;1;62;2;0;1;1;1;128689;19;11.305;120;1;319
2198;CLI2200;0;58;0;0;1;1;1;79127;30;1.306;50;0;100
2199;CLI2201;1;24;2;2;0;3;2;13587;34;2.375;30;0;88
2200;CLI2202;1;35;3;1;0;4;3;23588;16;1.399;30;1;221
2201;CLI2203;1;56;2;0;0;5;1;81304;48;0.642;30;0;339
2202;CLI2204;0;45;6;0;1;1;1;121030;30;1.123;120;0;292
2203;CLI2205;1;41;5;1;2;4;3;94451;2;1.008;30;0;329
2204;CLI2206;1;61;0;0;2;4;1;66090;32;0.818;80;0;591
2205;CLI2207;1;46;7;0;1;2;1;58718;8;1.189;50;1;222
2206;CLI2208;1;22;3;2;1;5;2;23716;49;0.995;30;1;180
2207;CLI2209;0;46;0;0;1;2;1;61307;20;11.305;50;1;329
2208;CLI2210;0;42;4;0;0;5;3;31762;24;1.468;30;0;162
2209;CLI2211;0;57;4;0;1;1;1;105576;43;1.404;50;1;190
2210;CLI2212;0;53;6;0;1;1;1;86735;47;1.072;50;1;117
2211;CLI2213;1;41;7;1;2;2;3;47051;48;1.422;50;0;370
2212;CLI2214;1;30;5;2;1;3;3;19196;16;1.192;30;0;539
2213;CLI2215;1;53;0;0;2;4;1;44524;6;1.365;30;0;543
2214;CLI2216;0;28;6;2;1;2;3;25665;42;1.616;30;0;551
2215;CLI2217;0;62;5;0;1;1;1;76118;21;1.502;50;1;138
2216;CLI2218;0;75;8;0;1;1;1;25149;19;1.678;30;1;383
2217;CLI2219;1;23;3;2;1;4;2;22257;20;12.015;30;0;84
2218;CLI2220;0;79;8;0;2;2;0;117824;12;0.876;120;0;470
2219;CLI2221;1;47;0;0;1;2;1;30481;36;1.424;30;0;275
2220;CLI2222;1;57;8;0;0;2;1;23905;23;0.583;30;0;102
2221;CLI2223;1;55;2;0;2;5;1;99358;34;1.561;30;0;585
2222;CLI2224;1;45;7;0;1;1;1;120710;48;0.985;50;0;469
2223;CLI2225;1;44;7;0;2;2;1;29016;32;1.169;30;0;398
2224;CLI2226;1;35;3;1;1;2;3;21048;25;1.997;30;1;159
2225;CLI2227;1;63;1;0;0;2;1;102749;17;0.994;50;0;219
2226;CLI2228;0;28;0;2;1;2;3;24739;0;2.616;30;0;465
2227;CLI2229;1;81;8;0;0;2;0;67499;30;1.639;30;0;91
2228;CLI2230;1;42;7;0;1;4;3;129746;30;1.146;200;0;430
2229;CLI2231;0;51;0;0;2;2;1;78011;11;1.052;50;0;98
2230;CLI2232;0;55;0;0;1;1;1;72334;41;0.603;50;0;236
2231;CLI2233;1;55;0;0;2;2;1;106106;10;1.404;50;0;66
2232;CLI2234;0;76;8;0;0;2;1;35563;43;1.209;50;0;425
2233;CLI2235;1;32;0;1;1;1;3;23658;47;1.813;30;0;440
2234;CLI2236;1;92;8;0;0;3;0;56043;2;0.681;80;1;258
2235;CLI2237;1;80;2;0;1;1;0;32886;32;0.603;30;0;536
2236;CLI2238;1;42;2;0;0;5;3;86275;16;0.732;30;1;228
2237;CLI2239;0;90;8;0;1;1;0;25665;17;1.033;30;0;385
2238;CLI2240;1;78;8;0;0;1;1;87405;6;1.267;120;0;286
2239;CLI2241;0;55;4;0;1;3;1;101250;8;1.639;30;0;329
2240;CLI2242;1;62;0;0;0;2;1;115345;12;1.365;50;0;217
2241;CLI2243;1;21;3;2;1;3;2;15464;4;2.099;30;0;204
2242;CLI2244;1;32;2;1;1;3;3;30622;3;1.859;30;0;596
2243;CLI2245;1;29;5;2;1;3;3;21365;21;2.237;30;0;68
2244;CLI2246;0;34;5;1;1;5;3;28881;40;2.066;30;0;482
2245;CLI2247;1;46;0;0;2;2;1;61803;1;1.189;50;1;346
2246;CLI2248;0;36;5;1;1;1;3;18716;32;1.56;30;0;480
2247;CLI2249;1;39;3;1;1;5;3;27102;4;0.87;30;1;223
2248;CLI2250;0;51;4;0;0;3;1;124225;30;1.111;200;0;85
2249;CLI2251;0;74;0;0;1;2;1;23673;38;1.541;30;0;168
2250;CLI2252;0;39;0;1;1;2;3;18421;34;1.468;30;0;303
2251;CLI2253;1;31;5;2;1;3;3;29722;15;2.02;30;0;546
2252;CLI2254;0;47;5;0;1;1;1;21512;7;11.305;30;0;520
2253;CLI2255;0;44;0;0;2;1;1;42238;16;1.905;30;0;561
2254;CLI2256;0;80;0;0;2;3;0;33106;33;1.385;30;0;315
2255;CLI2257;0;23;3;2;1;4;2;22533;29;1.512;30;0;119
2256;CLI2258;0;35;5;1;1;3;3;29504;0;1.1;30;0;168
2257;CLI2259;0;40;8;1;1;1;3;99501;29;1.123;120;0;469
2258;CLI2260;1;35;0;1;1;3;3;26157;4;1.79;30;0;437
2259;CLI2261;1;28;1;2;1;3;3;21774;41;1.616;30;1;191
2260;CLI2262;0;44;0;0;1;1;1;102785;15;0.663;50;0;435
2261;CLI2263;0;21;3;2;1;3;2;14729;22;1.374;30;1;325
2262;CLI2264;1;53;2;0;0;5;1;80316;43;1.248;30;0;284
2263;CLI2265;0;40;0;1;1;3;3;108924;43;0.686;30;0;265
2264;CLI2266;1;30;3;2;1;3;3;29362;23;0.916;30;0;314
2265;CLI2267;0;90;7;0;0;2;0;58621;31;1.639;30;1;133
2266;CLI2268;1;25;3;2;1;4;2;29021;11;2.961;30;0;69
2267;CLI2269;1;33;7;1;1;3;3;26065;10;1.215;30;0;563
2268;CLI2270;1;33;7;1;1;4;3;22541;0;0.824;30;0;151
2269;CLI2271;1;33;3;1;1;3;3;30153;29;0.916;30;0;537
2270;CLI2272;1;31;7;2;1;5;3;24154;43;1.031;30;0;104
2271;CLI2273;1;66;0;0;1;2;1;33715;48;1.267;30;1;309
2272;CLI2274;0;57;0;0;2;2;1;125161;41;1.424;50;0;586
2273;CLI2275;0;21;3;2;1;1;2;22205;19;12.705;30;0;463
2274;CLI2276;0;21;3;2;1;2;2;17575;30;1.374;30;1;265
2275;CLI2277;1;44;2;0;1;5;1;84666;33;0.847;30;0;480
2276;CLI2278;1;42;7;0;1;1;3;110067;34;1.974;50;0;123
2277;CLI2279;0;78;7;0;2;2;1;129948;9;0.779;50;0;302
2278;CLI2280;0;44;4;0;1;3;1;57263;14;1.445;30;0;385
2279;CLI2281;1;75;0;0;0;2;1;120328;45;1.052;50;1;123
2280;CLI2282;1;55;7;0;1;4;1;44242;44;1.091;30;0;364
2281;CLI2283;1;23;3;2;1;4;2;23520;47;1.685;30;0;141
2282;CLI2284;1;32;3;1;1;3;3;20463;19;0.755;30;0;329
2283;CLI2285;0;32;7;1;0;1;3;22137;34;1.031;30;0;386
2284;CLI2286;0;43;4;0;2;4;3;82380;3;1.307;30;0;399
2285;CLI2287;1;45;2;0;1;4;1;46201;5;1.284;30;0;428
2286;CLI2288;1;31;5;2;1;1;3;23565;39;1.767;30;1;218
2287;CLI2289;0;24;3;2;1;3;2;14681;8;1.995;30;0;555
2288;CLI2290;1;39;0;1;1;1;3;31970;36;1.399;30;0;539
2289;CLI2291;0;54;0;0;1;2;1;46346;28;1.541;50;1;375
2290;CLI2292;0;29;3;2;1;2;3;20023;17;2.237;30;0;60
2291;CLI2293;0;36;3;1;1;1;3;27034;16;1.514;30;0;514
2292;CLI2294;0;30;4;2;1;2;3;27017;35;1.422;30;0;54
2293;CLI2295;0;55;7;0;1;2;1;40595;12;0.622;30;1;109
2294;CLI2296;0;41;1;1;1;2;3;67144;49;1.123;50;1;322
2295;CLI2297;1;47;6;0;1;2;1;122750;33;15.215;50;0;237
2296;CLI2298;1;39;7;1;1;1;3;26156;13;1.376;30;1;224
2297;CLI2299;0;55;0;0;1;1;1;27028;22;11.305;30;1;210
2298;CLI2300;1;34;0;1;1;1;3;29201;16;0.755;30;0;363
2299;CLI2301;0;32;4;1;0;2;3;27206;28;1.031;30;0;591
2300;CLI2302;0;22;3;2;1;2;2;22214;4;0.995;30;0;308
2301;CLI2303;1;73;7;0;2;2;1;39625;33;1.111;50;0;487
2302;CLI2304;1;41;3;1;2;2;3;43488;19;1.928;50;0;600
2303;CLI2305;1;57;0;0;2;2;1;42824;26;0.564;50;0;573
2304;CLI2306;1;50;2;0;0;5;1;21622;33;0.974;30;0;486
2305;CLI2307;0;30;3;2;1;6;3;18934;1;1.859;30;0;86
2306;CLI2308;0;51;0;0;0;4;1;127842;4;1.306;80;0;327
2307;CLI2309;0;47;5;0;1;1;1;116531;14;1.756;120;0;245
2308;CLI2310;0;35;5;1;1;6;3;31307;41;0.962;30;0;146
2309;CLI2311;1;96;8;0;1;4;0;64455;1;0.818;80;1;136
2310;CLI2312;0;44;4;0;2;5;1;51186;7;1.077;30;1;146
2311;CLI2313;1;65;0;0;1;2;1;99301;0;1.619;50;0;459
2312;CLI2314;1;69;0;0;2;3;1;70845;9;1.756;80;0;118
2313;CLI2315;1;25;8;2;1;8;2;30042;17;2.754;30;0;187
2314;CLI2316;0;72;8;0;0;2;1;49243;41;0.974;30;0;122
2315;CLI2317;1;52;0;0;1;1;1;54232;30;1.052;50;1;261
2316;CLI2318;0;50;0;0;1;2;1;115168;44;1.404;50;1;338
2317;CLI2319;1;87;8;0;1;1;0;114506;0;1.424;120;0;294
2318;CLI2320;1;72;7;0;0;2;1;68914;32;1.58;30;0;166
2319;CLI2321;0;42;3;0;1;2;3;67598;2;0.663;50;0;223
2320;CLI2322;0;31;3;2;1;2;3;31383;46;1.077;30;0;389
2321;CLI2323;1;22;3;2;1;3;2;12889;11;2.927;30;0;356
2322;CLI2324;0;40;0;1;1;2;3;72345;38;1.491;50;1;149
2323;CLI2325;1;24;3;2;1;4;2;12877;46;2.133;30;0;406
2324;CLI2326;1;62;3;0;0;4;1;92594;49;15.215;30;0;51
2325;CLI2327;0;35;5;1;1;3;3;27305;46;1.077;30;0;175
2326;CLI2328;0;36;3;1;1;1;3;19148;11;0.916;30;0;586
2327;CLI2329;0;75;0;0;0;2;1;107134;29;1.228;50;0;188
2328;CLI2330;1;58;0;0;2;3;1;95528;29;1.15;80;1;102
2329;CLI2331;0;42;0;0;2;3;3;44069;23;1.951;30;0;271
2330;CLI2332;1;24;3;2;1;5;2;21180;11;2.202;30;0;476
2331;CLI2333;0;54;0;0;0;4;1;106281;41;0.837;80;0;404
2332;CLI2334;1;47;0;0;1;2;1;91759;47;15.215;50;0;321
2333;CLI2335;0;36;5;1;1;1;3;30395;39;1.422;30;1;335
2334;CLI2336;0;63;0;0;0;2;1;51058;28;0.72;50;0;498
2335;CLI2337;0;72;8;0;1;6;1;80945;31;0.896;30;0;58
2336;CLI2338;0;55;0;0;0;1;1;28522;38;1.502;30;0;500
2337;CLI2339;1;40;7;1;2;2;3;56728;28;1.238;50;0;503
2338;CLI2340;0;47;4;0;2;7;1;99207;35;0.564;30;0;50
2339;CLI2341;0;20;7;2;1;5;2;17436;4;1.616;30;1;211
2340;CLI2342;0;47;4;0;2;2;1;106421;45;0.994;120;0;346
2341;CLI2343;1;83;8;0;1;1;0;52562;1;0.72;50;0;92
2342;CLI2344;0;30;6;2;0;4;3;20736;35;1.629;30;0;472
2343;CLI2345;1;43;3;0;2;2;3;33032;30;1.077;30;1;127
2344;CLI2346;1;67;0;0;1;2;1;63987;24;1.561;50;1;215
2345;CLI2347;0;80;8;0;1;5;0;83702;19;1.717;30;0;54
2346;CLI2348;1;29;4;2;1;5;3;28161;29;2.306;30;0;151
