ID       ,Genero ,Casado ,Edad                ,Graduado ,Profesion        ,Experiencia laboral ,Gastoscore ,Family_Size ,anno_nacimiento      ,Generacion            ,Ingresos anuales brutos ,Provincia              ,Digital_encuesta ,Gasto_medio_mensual_cuota ,Abandono ,Dias_cliente          ,Campanna_anno
CLI2546  ,F      ,No     ,0.4871794871794872  ,No       ,Otros            ,+20annos            ,Bajo       ,      0.0   ,0.5128205128205146   ,Generacion X          ,0.35317904374364195     ,Murcia                 ,"1,267"          ,      0.0                 ,     0.0 ,0.7508771929824561    ,3
CLI2547  ,F      ,No     ,0.2692307692307693  ,No       ,Ingeniero        ,10-20annos          ,Medio      ,      0.25  ,0.7307692307692335   ,Millennials           ,0.8909545608680909      ,Granada                ,"1,077"          ,      0.0                 ,     1.0 ,0.24561403508771928   ,
CLI2548  ,M      ,No     ,0.3076923076923077  ,No       ,Artista          ,+20annos            ,Bajo       ,      0.125 ,0.6923076923076934   ,Generacion X          ,0.8631739572736521      ,Segovia                ,"1,008"          ,      0.5294117647058822  ,     0.0 ,0.8649122807017543    ,4
CLI2549  ,M      ,Si     ,0.8205128205128205  ,Si       ,Servicios        ,+20annos            ,Bajo       ,      0.0   ,0.1794871794871824   ,Generacion Silenciosa ,0.24003051881993898     ,Teruel                 ,"1,737"          ,      0.11764705882352944 ,     0.0 ,0.3175438596491228    ,
CLI2550  ,F      ,Si     ,0.1282051282051282  ,Si       ,Construccion     ,<10annos            ,Medio      ,      0.125 ,0.8717948717948723   ,Millennials           ,0.15763818243472366     ,Lleida                 ,"1,054"          ,      0.0                 ,     1.0 ,0.24210526315789477   ,
CLI2551  ,M      ,Si     ,0.3205128205128205  ,Si       ,Artista          ,+20annos            ,Bajo       ,      0.125 ,0.6794871794871824   ,Generacion X          ,0.8986775178026452      ,Toledo                 ,"1,537"          ,      0.11764705882352944 ,     1.0 ,0.47719298245614034   ,"0,5"
CLI2552  ,M      ,Si     ,0.4487179487179487  ,Si       ,Otros            ,+20annos            ,Bajo       ,      0.125 ,0.5512820512820511   ,Generacion X          ,0.28726687012546626     ,Albacete               ,"1,658"          ,      0.11764705882352944 ,     0.0 ,0.0543859649122807    ,
CLI2553  ,M      ,Si     ,0.5384615384615384  ,Si       ,Ejecutivo        ,+20annos            ,Alto       ,      0.5   ,0.46153846153846345  ,Generacion X          ,0.23771617497456765     ,La Rioja               ,"1,15"           ,      0.0                 ,     1.0 ,0.26140350877192986   ,
CLI2554  ,M      ,Si     ,0.14102564102564102 ,No       ,Otros            ,<10annos            ,Medio      ,      0.125 ,0.8589743589743613   ,Millennials           ,0.05785859613428282     ,Baleares               ,"0,893"          ,      0.0                 ,     1.0 ,0.23157894736842105   ,
CLI2555  ,F      ,No     ,0.39743589743589747 ,Si       ,Negocios/empresa ,+20annos            ,Bajo       ,      0.0   ,0.6025641025641058   ,Generacion X          ,0.8457273652085453      ,Navarra                ,"1,326"          ,      0.11764705882352944 ,     1.0 ,0.26140350877192986   ,
CLI2556  ,F      ,Si     ,0.7564102564102564  ,Si       ,Medico           ,+20annos            ,Medio      ,      0.125 ,0.2435897435897445   ,Generacion Silenciosa ,0.39273482536453036     ,Albacete               ,"1,326"          ,      0.11764705882352944 ,     0.0 ,0.022807017543859644  ,
CLI2557  ,F      ,Si     ,0.3205128205128205  ,No       ,Medico           ,+20annos            ,Bajo       ,      0.0   ,0.6794871794871824   ,Generacion X          ,0.702619532044761       ,Barcelona              ,"1,445"          ,      0.5294117647058822  ,     0.0 ,0.26842105263157895   ,
CLI2558  ,M      ,No     ,0.14102564102564102 ,No       ,Artista          ,<10annos            ,Bajo       ,      0.125 ,0.8589743589743613   ,Millennials           ,0.06318243472363513     ,Tarragona              ,"1,261"          ,      0.0                 ,     1.0 ,0.4                   ,
CLI2559  ,F      ,Si     ,0.1282051282051282  ,Si       ,Artista          ,<10annos            ,Medio      ,      0.125 ,0.8717948717948723   ,Millennials           ,0.10217022719565955     ,Teruel                 ,"2,043"          ,      0.0                 ,     0.0 ,0.7649122807017543    ,3
CLI2560  ,F      ,No     ,0.1923076923076923  ,No       ,Funcionario      ,10-20annos          ,Bajo       ,      0.375 ,0.8076923076923102   ,Millennials           ,0.162775517124449       ,Zamora                 ,"0,87"           ,      0.0                 ,     0.0 ,0.4298245614035088    ,
CLI2561  ,F      ,No     ,0.02564102564102566 ,No       ,Medico           ,<10annos            ,Bajo       ,      0.375 ,0.9743589743589745   ,Generacion Z          ,0.09841471685317058     ,Castellon              ,"1,788"          ,      0.0                 ,     1.0 ,0.34385964912280703   ,
CLI2562  ,M      ,Si     ,0.3846153846153846  ,Si       ,Ejecutivo        ,+20annos            ,Bajo       ,      0.5   ,0.6153846153846168   ,Generacion X          ,0.28141742963716515     ,Madrid                 ,"0,622"          ,      0.0                 ,     0.0 ,0.9719298245614035    ,4
CLI2563  ,M      ,No     ,0.5769230769230769  ,Si       ,Artista          ,+20annos            ,Bajo       ,      0.125 ,0.42307692307692335  ,Generacion X          ,0.7528823329942353      ,Barcelona              ,"0,994"          ,      0.11764705882352944 ,     0.0 ,0.008771929824561403  ,
CLI2564  ,F      ,No     ,0.39743589743589747 ,Si       ,Negocios/empresa ,+20annos            ,Bajo       ,      0.0   ,0.6025641025641058   ,Generacion X          ,0.9662258392675485      ,Caceres                ,"1,326"          ,      0.11764705882352944 ,     0.0 ,0.2736842105263158    ,
CLI2565  ,M      ,Si     ,0.39743589743589747 ,Si       ,Artista          ,+20annos            ,Medio      ,      0.25  ,0.6025641025641058   ,Generacion X          ,0.08841132587317735     ,Palencia               ,"0,935"          ,      0.0                 ,     0.0 ,0.13508771929824562   ,
CLI2566  ,M      ,No     ,0.3205128205128205  ,Si       ,Artista          ,+20annos            ,Bajo       ,      0.125 ,0.6794871794871824   ,Generacion X          ,0.9780179721939641      ,Jaen                   ,"1,008"          ,      0.11764705882352944 ,     0.0 ,0.026315789473684202  ,
CLI2567  ,M      ,Si     ,0.7307692307692307  ,Si       ,Servicios        ,+20annos            ,Alto       ,      0.125 ,0.26923076923077005  ,Generacion X          ,0.8552899287894202      ,Pontevedra             ,"1,561"          ,      0.11764705882352944 ,     0.0 ,0.4263157894736842    ,
CLI2568  ,F      ,Si     ,0.10256410256410259 ,Si       ,Construccion     ,<10annos            ,Bajo       ,      0.0   ,0.8974358974358978   ,Millennials           ,0.06015598507968803     ,Burgos                 ,"1,098"          ,      0.0                 ,     1.0 ,0.20350877192982458   ,
CLI2569  ,M      ,Si     ,0.33333333333333337 ,Si       ,Artista          ,+20annos            ,Medio      ,      0.25  ,0.6666666666666679   ,Generacion X          ,0.7115547643268905      ,Jaen                   ,"0,603"          ,      0.29411764705882354 ,     0.0 ,0.4421052631578947    ,
CLI2570  ,F      ,Si     ,0.5897435897435898  ,No       ,Ingeniero        ,+20annos            ,Alto       ,      1.0   ,0.41025641025641235  ,Generacion X          ,0.8523143438453713      ,Cuenca                 ,"1,639"          ,      0.0                 ,     1.0 ,0.5140350877192982    ,"0,5"
CLI2571  ,M      ,No     ,0.2692307692307693  ,Si       ,Ingeniero        ,10-20annos          ,Bajo       ,      0.0   ,0.7307692307692335   ,Millennials           ,0.3340369616819261      ,Caceres                ,"1,882"          ,      0.11764705882352944 ,     1.0 ,0.26842105263157895   ,
CLI2572  ,M      ,No     ,0.0                 ,No       ,Funcionario      ,<10annos            ,Bajo       ,      0.75  ,1.0                  ,Generacion Z          ,0.01871820956256358     ,Melilla                ,"11,325"         ,      0.0                 ,     0.0 ,0.3526315789473684    ,
CLI2573  ,M      ,Si     ,0.47435897435897434 ,Si       ,Artista          ,+20annos            ,Medio      ,      0.25  ,0.5256410256410255   ,Generacion X          ,0.38878433367243137     ,Cadiz                  ,"1,678"          ,      0.29411764705882354 ,     0.0 ,0.30350877192982456   ,
CLI2574  ,F      ,No     ,0.1923076923076923  ,No       ,Artista          ,10-20annos          ,Bajo       ,      0.375 ,0.8076923076923102   ,Millennials           ,0.056188538487622924    ,Segovia                ,"0,755"          ,      0.0                 ,     0.0 ,0.4596491228070176    ,
CLI2575  ,M      ,Si     ,0.7820512820512819  ,No       ,Servicios        ,+20annos            ,Bajo       ,      0.0   ,0.21794871794871895  ,Generacion Silenciosa ,0.7320193285859613      ,Vizcaya                ,"1,482"          ,      0.5294117647058822  ,     0.0 ,0.7719298245614035    ,3
CLI2576  ,M      ,Si     ,0.15384615384615385 ,Si       ,Funcionario      ,10-20annos          ,Medio      ,      0.125 ,0.8461538461538467   ,Millennials           ,0.1396405561207189      ,Badajoz                ,"1,491"          ,      0.0                 ,     1.0 ,0.507017543859649     ,"0,5"
CLI2577  ,M      ,Si     ,0.2692307692307693  ,Si       ,Otros            ,10-20annos          ,Medio      ,      0.25  ,0.7307692307692335   ,Millennials           ,0.6605883350288233      ,Cuenca                 ,"0,801"          ,      0.0                 ,     1.0 ,0.5350877192982456    ,"0,5"
CLI2578  ,M      ,Si     ,0.3846153846153846  ,No       ,Otros            ,+20annos            ,Medio      ,      0.25  ,0.6153846153846168   ,Generacion X          ,0.8449728721600542      ,Murcia                 ,"0,74"           ,      0.0                 ,     0.0 ,0.9912280701754385    ,4
CLI2579  ,M      ,No     ,0.05128205128205132 ,No       ,Funcionario      ,<10annos            ,Bajo       ,      0.375 ,0.9487179487179489   ,Generacion Z          ,0.028179043743641913    ,Alicante               ,"1,305"          ,      0.0                 ,     0.0 ,0.5807017543859648    ,"0,5"
CLI2580  ,F      ,Si     ,0.5897435897435898  ,Si       ,Ingeniero        ,+20annos            ,Bajo       ,      0.0   ,0.41025641025641235  ,Generacion X          ,0.7171244489657511      ,Alicante               ,"0,955"          ,      0.11764705882352944 ,     0.0 ,0.519298245614035     ,"0,5"
CLI2581  ,F      ,Si     ,0.46153846153846156 ,Si       ,Artista          ,+20annos            ,Medio      ,      0.125 ,0.5384615384615401   ,Generacion X          ,0.5366819260766362      ,Las Palmas             ,"0,74"           ,      0.11764705882352944 ,     0.0 ,0.7859649122807018    ,3
CLI2582  ,M      ,Si     ,0.5769230769230769  ,Si       ,Artista          ,+20annos            ,Medio      ,      0.125 ,0.42307692307692335  ,Generacion X          ,0.3739064089521872      ,Las Palmas             ,"1,678"          ,      0.11764705882352944 ,     1.0 ,0.32456140350877194   ,
CLI2583  ,M      ,Si     ,0.5256410256410257  ,Si       ,Artista          ,+20annos            ,Medio      ,      0.125 ,0.47435897435897445  ,Generacion X          ,0.5826042726347915      ,Zaragoza               ,"1,6"            ,      0.11764705882352944 ,     0.0 ,0.3701754385964912    ,
CLI2584  ,M      ,No     ,0.05128205128205132 ,No       ,Funcionario      ,<10annos            ,Bajo       ,      0.25  ,0.9487179487179489   ,Generacion Z          ,0.044031875211936244    ,Granada                ,"0,995"          ,      0.0                 ,     0.0 ,0.687719298245614     ,3
CLI2585  ,M      ,No     ,0.0                 ,No       ,Artista          ,<10annos            ,Bajo       ,      0.375 ,1.0                  ,Generacion Z          ,0.048380807053238384    ,Jaen                   ,"2,685"          ,      0.0                 ,     0.0 ,0.14210526315789473   ,
CLI2586  ,F      ,Si     ,0.9230769230769231  ,No       ,Servicios        ,+20annos            ,Alto       ,      0.125 ,0.0769230769230802   ,Generacion Silenciosa ,0.16597151576805697     ,Huesca                 ,"1,541"          ,      0.0                 ,     1.0 ,0.3631578947368421    ,
CLI2587  ,M      ,No     ,0.2435897435897436  ,Si       ,Artista          ,10-20annos          ,Bajo       ,      0.0   ,0.756410256410259    ,Millennials           ,0.06683621566632758     ,Vizcaya                ,"1,721"          ,      0.0                 ,     0.0 ,0.48596491228070177   ,"0,5"
CLI2588  ,M      ,Si     ,0.4487179487179487  ,Si       ,Otros            ,+20annos            ,Medio      ,      0.25  ,0.5512820512820511   ,Generacion X          ,0.7803747032892505      ,Tarragona              ,"1,072"          ,      0.29411764705882354 ,     1.0 ,0.5438596491228069    ,"0,5"
CLI2589  ,M      ,Si     ,0.7692307692307692  ,Si       ,Artista          ,+20annos            ,Alto       ,      0.25  ,0.2307692307692335   ,Generacion Silenciosa ,0.7968718209562564      ,Caceres                ,"0,74"           ,      0.29411764705882354 ,     1.0 ,0.5842105263157894    ,"0,5"
CLI2590  ,F      ,No     ,0.0641025641025641  ,No       ,Ingeniero        ,<10annos            ,Bajo       ,      0.375 ,0.9358974358974379   ,Generacion Z          ,0.11157171922685657     ,Pontevedra             ,"11,325"         ,      0.0                 ,     0.0 ,0.3631578947368421    ,
CLI2591  ,M      ,No     ,0.16666666666666669 ,Si       ,Otros            ,10-20annos          ,Bajo       ,      0.5   ,0.8333333333333357   ,Millennials           ,0.09961851475076297     ,Murcia                 ,"0,801"          ,      0.0                 ,     0.0 ,0.07017543859649122   ,
CLI2592  ,F      ,No     ,0.03846153846153849 ,Si       ,Funcionario      ,<10annos            ,Bajo       ,      0.5   ,0.9615384615384635   ,Generacion Z          ,0.0944133604611733      ,Almeria                ,"1,961"          ,      0.0                 ,     0.0 ,0.6526315789473683    ,3
CLI2593  ,M      ,No     ,0.0                 ,No       ,Funcionario      ,<10annos            ,Bajo       ,      0.375 ,1.0                  ,Generacion Z          ,0.012046456425907084    ,Orense                 ,"2,237"          ,      0.0                 ,     0.0 ,0.052631578947368425  ,
CLI2594  ,M      ,Si     ,0.39743589743589747 ,Si       ,Artista          ,+20annos            ,Medio      ,      0.25  ,0.6025641025641058   ,Generacion X          ,0.4145218718209563      ,Leon                   ,"1,111"          ,      0.29411764705882354 ,     0.0 ,0.2736842105263158    ,
CLI2595  ,M      ,No     ,0.1923076923076923  ,Si       ,Otros            ,10-20annos          ,Bajo       ,      0.125 ,0.8076923076923102   ,Millennials           ,0.13030688368938623     ,Valencia               ,"1,514"          ,      0.0                 ,     0.0 ,0.5684210526315789    ,"0,5"
CLI2596  ,F      ,No     ,0.2564102564102564  ,Si       ,Funcionario      ,10-20annos          ,Bajo       ,      0.25  ,0.7435897435897445   ,Millennials           ,0.49649881315700245     ,Guadalajara            ,"2,02"           ,      0.0                 ,     0.0 ,0.8087719298245614    ,1
CLI2597  ,M      ,Si     ,0.2692307692307693  ,No       ,Medico           ,10-20annos          ,Bajo       ,      0.125 ,0.7307692307692335   ,Millennials           ,0.5138436758223126      ,Castellon              ,"1,514"          ,      0.0                 ,     0.0 ,0.3175438596491228    ,
CLI2598  ,M      ,No     ,0.33333333333333337 ,Si       ,Otros            ,+20annos            ,Bajo       ,      0.0   ,0.6666666666666679   ,Generacion X          ,0.11707358426585285     ,Guipuzcoa              ,"1,463"          ,      0.0                 ,     0.0 ,0.7701754385964912    ,1
CLI2599  ,M      ,Si     ,0.2435897435897436  ,Si       ,Medico           ,10-20annos          ,Bajo       ,      0.0   ,0.756410256410259    ,Millennials           ,0.12082909460834182     ,Huesca                 ,"1,307"          ,      0.0                 ,     0.0 ,0.7859649122807018    ,1
CLI2600  ,F      ,Si     ,0.33333333333333337 ,Si       ,Funcionario      ,+20annos            ,Medio      ,      0.125 ,0.6666666666666679   ,Generacion X          ,0.9186673448626654      ,Avila                  ,"1,756"          ,      0.11764705882352944 ,     0.0 ,0.6807017543859649    ,3
CLI2601  ,F      ,No     ,0.20512820512820512 ,No       ,Construccion     ,10-20annos          ,Bajo       ,      0.0   ,0.7948717948717956   ,Millennials           ,0.1298660562902679      ,Guadalajara            ,"1,698"          ,      0.0                 ,     0.0 ,0.8473684210526315    ,4
CLI2602  ,F      ,Si     ,0.2435897435897436  ,No       ,Ingeniero        ,10-20annos          ,Alto       ,      0.125 ,0.756410256410259    ,Millennials           ,0.1256781959986436      ,Castellon              ,"0,755"          ,      0.0                 ,     0.0 ,0.8964912280701754    ,4
CLI2603  ,F      ,Si     ,0.5769230769230769  ,Si       ,Artista          ,+20annos            ,Medio      ,      0.5   ,0.42307692307692335  ,Generacion X          ,0.22019328585961345     ,Cuenca                 ,"1,228"          ,      0.0                 ,     0.0 ,0.3157894736842105    ,
CLI2604  ,M      ,Si     ,0.7307692307692307  ,Si       ,Artista          ,+20annos            ,Bajo       ,      0.0   ,0.26923076923077005  ,Generacion X          ,0.4849186164801628      ,Zamora                 ,"0,7"            ,      0.11764705882352944 ,     0.0 ,0.6929824561403508    ,3
CLI2605  ,M      ,Si     ,0.4871794871794872  ,No       ,Otros            ,+20annos            ,Bajo       ,      0.0   ,0.5128205128205146   ,Generacion X          ,0.5980247541539505      ,Lugo                   ,"1,541"          ,      0.5294117647058822  ,     0.0 ,0.156140350877193     ,
CLI2606  ,F      ,Si     ,0.8717948717948718  ,No       ,Servicios        ,+20annos            ,Alto       ,      0.125 ,0.1282051282051313   ,Generacion Silenciosa ,0.09681247880637506     ,Badajoz                ,"1,717"          ,      0.0                 ,     0.0 ,0.3456140350877193    ,
CLI2607  ,M      ,Si     ,0.5384615384615384  ,No       ,Ejecutivo        ,+20annos            ,Alto       ,      0.25  ,0.46153846153846345  ,Generacion X          ,0.32373685995252627     ,Avila                  ,"1,678"          ,      0.0                 ,     0.0 ,0.7526315789473684    ,3
CLI2608  ,M      ,Si     ,0.2948717948717948  ,Si       ,Artista          ,+20annos            ,Medio      ,      0.125 ,0.705128205128208    ,Millennials           ,0.22837402509325194     ,Toledo                 ,"1,56"           ,      0.11764705882352944 ,     0.0 ,0.47543859649122805   ,"0,5"
CLI2609  ,F      ,Si     ,0.7692307692307692  ,Si       ,Artista          ,+20annos            ,Medio      ,      0.25  ,0.2307692307692335   ,Generacion Silenciosa ,0.737207527975585       ,Barcelona              ,"1,287"          ,      0.29411764705882354 ,     0.0 ,0.1385964912280702    ,
CLI2610  ,F      ,Si     ,0.5641025641025641  ,Si       ,Artista          ,+20annos            ,Medio      ,      0.5   ,0.4358974358974379   ,Generacion X          ,0.5688623262122754      ,Burgos                 ,"1,248"          ,      0.0                 ,     1.0 ,0.3719298245614035    ,
CLI2611  ,F      ,No     ,0.16666666666666669 ,No       ,Construccion     ,10-20annos          ,Bajo       ,      1.0   ,0.8333333333333357   ,Millennials           ,0.16464903357070193     ,Cordoba                ,"1,997"          ,      0.0                 ,     0.0 ,0.1736842105263158    ,
CLI2612  ,F      ,No     ,0.0641025641025641  ,No       ,Funcionario      ,<10annos            ,Bajo       ,      0.25  ,0.9358974358974379   ,Generacion Z          ,0.06295354357409291     ,Barcelona              ,"1,961"          ,      0.0                 ,     0.0 ,0.5807017543859648    ,"0,5"
CLI2613  ,M      ,Si     ,0.5769230769230769  ,Si       ,Artista          ,+20annos            ,Medio      ,      0.375 ,0.42307692307692335  ,Generacion X          ,0.637775517124449       ,Valladolid             ,"0,74"           ,      0.29411764705882354 ,     0.0 ,0.25263157894736843   ,
CLI2614  ,F      ,Si     ,0.5384615384615384  ,Si       ,Medico           ,+20annos            ,Bajo       ,      0.125 ,0.46153846153846345  ,Generacion X          ,0.8900983384198033      ,Pontevedra             ,"1,482"          ,      0.11764705882352944 ,     0.0 ,0.1824561403508772    ,
CLI2615  ,F      ,Si     ,0.3076923076923077  ,Si       ,Artista          ,+20annos            ,Bajo       ,      0.0   ,0.6923076923076934   ,Generacion X          ,0.2533994574432011      ,Leon                   ,"1,721"          ,      0.11764705882352944 ,     1.0 ,0.19649122807017544   ,
CLI2616  ,F      ,Si     ,0.7051282051282051  ,Si       ,Artista          ,+20annos            ,Bajo       ,      0.125 ,0.2948717948717956   ,Generacion X          ,0.28882672092234657     ,Zamora                 ,"0,622"          ,      0.11764705882352944 ,     0.0 ,0.21052631578947367   ,
CLI2617  ,M      ,No     ,0.15384615384615385 ,Si       ,Artista          ,10-20annos          ,Bajo       ,      0.625 ,0.8461538461538467   ,Millennials           ,0.16607324516785354     ,Santa Cruz de Tenerife ,"2,066"          ,      0.0                 ,     1.0 ,0.5842105263157894    ,"0,5"
CLI2618  ,F      ,Si     ,0.5256410256410257  ,Si       ,Artista          ,+20annos            ,Medio      ,      0.25  ,0.47435897435897445  ,Generacion X          ,0.946625974906748       ,Ceuta                  ,"0,622"          ,      0.29411764705882354 ,     0.0 ,0.3736842105263158    ,
CLI2619  ,M      ,No     ,0.03846153846153849 ,No       ,Funcionario      ,<10annos            ,Bajo       ,      0.375 ,0.9615384615384635   ,Generacion Z          ,0.0010851135978297705   ,Almeria                ,"2,133"          ,      0.0                 ,     0.0 ,0.4403508771929825    ,
CLI2620  ,F      ,No     ,0.01282051282051283 ,No       ,Ingeniero        ,<10annos            ,Bajo       ,      0.375 ,0.987179487179489    ,Generacion Z          ,0.030451000339098006    ,Gerona                 ,"2,513"          ,      0.0                 ,     0.0 ,0.4228070175438597    ,
CLI2621  ,F      ,Si     ,0.3205128205128205  ,No       ,Funcionario      ,+20annos            ,Medio      ,      0.375 ,0.6794871794871824   ,Generacion X          ,0.5103933536792133      ,Gerona                 ,"1,192"          ,      0.0                 ,     0.0 ,0.34035087719298246   ,
CLI2622  ,M      ,No     ,0.3205128205128205  ,Si       ,Artista          ,+20annos            ,Bajo       ,      0.0   ,0.6794871794871824   ,Generacion X          ,0.32633943709732116     ,Toledo                 ,"0,663"          ,      0.11764705882352944 ,     0.0 ,0.1754385964912281    ,
CLI2623  ,M      ,No     ,0.20512820512820512 ,No       ,Medico           ,10-20annos          ,Bajo       ,      0.125 ,0.7948717948717956   ,Millennials           ,0.07773821634452358     ,Soria                  ,"1,008"          ,      0.0                 ,     0.0 ,0.026315789473684202  ,
CLI2624  ,M      ,Si     ,0.17948717948717952 ,No       ,Artista          ,10-20annos          ,Medio      ,      0.125 ,0.8205128205128212   ,Millennials           ,0.1356731095286538      ,Toledo                 ,"1,031"          ,      0.0                 ,     1.0 ,0.23508771929824562   ,
CLI2625  ,M      ,No     ,0.3205128205128205  ,Si       ,Artista          ,+20annos            ,Bajo       ,      0.0   ,0.6794871794871824   ,Generacion X          ,0.8922177009155647      ,Valladolid             ,"1,031"          ,      0.11764705882352944 ,     0.0 ,0.08596491228070177   ,
CLI2626  ,M      ,Si     ,0.2435897435897436  ,Si       ,Ejecutivo        ,10-20annos          ,Alto       ,      0.375 ,0.756410256410259    ,Millennials           ,0.13499491353001017     ,Jaen                   ,"0,686"          ,      0.0                 ,     0.0 ,0.5929824561403508    ,3
CLI2627  ,M      ,Si     ,0.3205128205128205  ,Si       ,Otros            ,+20annos            ,Medio      ,      0.125 ,0.6794871794871824   ,Generacion X          ,0.8905052560189894      ,Castellon              ,"1,054"          ,      0.11764705882352944 ,     1.0 ,0.3263157894736842    ,
CLI2628  ,M      ,Si     ,0.8846153846153846  ,Si       ,Servicios        ,+20annos            ,Alto       ,      0.125 ,0.11538461538461675  ,Generacion Silenciosa ,0.7882502543234995      ,Alicante               ,"1,326"          ,      0.11764705882352944 ,     1.0 ,0.24035087719298248   ,
CLI2629  ,M      ,No     ,0.11538461538461542 ,No       ,Funcionario      ,<10annos            ,Bajo       ,      0.25  ,0.8846153846153868   ,Millennials           ,0.07142251610715497     ,Vizcaya                ,"0,995"          ,      0.0                 ,     0.0 ,0.6684210526315789    ,3
CLI2630  ,M      ,Si     ,0.33333333333333337 ,No       ,Ejecutivo        ,+20annos            ,Alto       ,      0.5   ,0.6666666666666679   ,Generacion X          ,0.565225500169549       ,Palencia               ,"0,974"          ,      0.0                 ,     0.0 ,0.9912280701754385    ,4
CLI2631  ,F      ,Si     ,0.4871794871794872  ,Si       ,Artista          ,+20annos            ,Medio      ,      0.125 ,0.5128205128205146   ,Generacion X          ,0.6532638182434725      ,Baleares               ,"0,974"          ,      0.11764705882352944 ,     1.0 ,0.4385964912280702    ,
CLI2632  ,F      ,Si     ,0.20512820512820512 ,Si       ,Otros            ,10-20annos          ,Medio      ,      0.25  ,0.7948717948717956   ,Millennials           ,0.09954221770091556     ,Guadalajara            ,"1,905"          ,      0.0                 ,     0.0 ,0.4105263157894737    ,
CLI2633  ,M      ,Si     ,0.2948717948717948  ,Si       ,Artista          ,+20annos            ,Bajo       ,      0.125 ,0.705128205128208    ,Millennials           ,0.3376059681247881      ,Lleida                 ,"1,698"          ,      0.11764705882352944 ,     0.0 ,0.01403508771929824   ,
CLI2634  ,M      ,Si     ,0.9102564102564101  ,Si       ,Ejecutivo        ,+20annos            ,Alto       ,      0.125 ,0.0897435897435912   ,Generacion Silenciosa ,0.8117667005764666      ,Granada                ,"0,681"          ,      0.11764705882352944 ,     0.0 ,0.5684210526315789    ,"0,5"
CLI2635  ,F      ,No     ,0.10256410256410259 ,No       ,Artista          ,<10annos            ,Bajo       ,      0.25  ,0.8974358974358978   ,Millennials           ,0.1659630383180739      ,Almeria                ,"2,996"          ,      0.0                 ,     1.0 ,0.4947368421052632    ,"0,5"
CLI2636  ,M      ,No     ,0.3076923076923077  ,Si       ,Otros            ,+20annos            ,Bajo       ,      0.125 ,0.6923076923076934   ,Generacion X          ,0.17706002034587998     ,Segovia                ,"1,33"           ,      0.0                 ,     0.0 ,0.9421052631578947    ,1
CLI2637  ,F      ,No     ,0.05128205128205132 ,No       ,Funcionario      ,<10annos            ,Bajo       ,      0.375 ,0.9487179487179489   ,Generacion Z          ,0.09554933875890134     ,Zamora                 ,"0,995"          ,      0.0                 ,     0.0 ,0.9403508771929824    ,4
CLI2638  ,F      ,Si     ,0.2692307692307693  ,Si       ,Artista          ,10-20annos          ,Medio      ,      0.125 ,0.7307692307692335   ,Millennials           ,0.41825194981349617     ,Castellon              ,"1,399"          ,      0.11764705882352944 ,     0.0 ,0.6403508771929824    ,3
CLI2639  ,F      ,Si     ,0.6666666666666666  ,Si       ,Artista          ,+20annos            ,Bajo       ,      0.125 ,0.3333333333333357   ,Generacion X          ,0.6424465920651068      ,Huelva                 ,"1,306"          ,      0.11764705882352944 ,     0.0 ,0.8350877192982455    ,1
CLI2640  ,M      ,Si     ,0.4358974358974359  ,Si       ,Artista          ,+20annos            ,Medio      ,      0.125 ,0.5641025641025657   ,Generacion X          ,0.9962614445574771      ,Huelva                 ,"0,72"           ,      0.11764705882352944 ,     1.0 ,0.3140350877192983    ,
CLI2641  ,F      ,Si     ,0.28205128205128205 ,Si       ,Ingeniero        ,+20annos            ,Bajo       ,      0.125 ,0.717948717948719    ,Millennials           ,0.4295354357409292      ,Guipuzcoa              ,"1,215"          ,      0.11764705882352944 ,     1.0 ,0.48596491228070177   ,"0,5"
CLI2642  ,F      ,Si     ,0.6666666666666666  ,Si       ,Artista          ,+20annos            ,Medio      ,      0.125 ,0.3333333333333357   ,Generacion X          ,0.8184384537131231      ,Avila                  ,"1,561"          ,      0.11764705882352944 ,     0.0 ,0.1842105263157895    ,
CLI2643  ,F      ,Si     ,0.42307692307692313 ,No       ,Ingeniero        ,+20annos            ,Medio      ,      0.5   ,0.5769230769230802   ,Generacion X          ,0.8063157002373686      ,Almeria                ,"1,678"          ,      0.0                 ,     0.0 ,0.6842105263157894    ,3
CLI2644  ,M      ,Si     ,0.47435897435897434 ,Si       ,Otros            ,+20annos            ,Bajo       ,      0.375 ,0.5256410256410255   ,Generacion X          ,0.45225500169549        ,Almeria                ,"0,935"          ,      0.29411764705882354 ,     1.0 ,0.37543859649122807   ,
CLI2645  ,M      ,Si     ,0.7692307692307692  ,Si       ,Servicios        ,+20annos            ,Bajo       ,      0.0   ,0.2307692307692335   ,Generacion Silenciosa ,0.9953458799593082      ,Valencia               ,"1,248"          ,      0.11764705882352944 ,     0.0 ,0.8105263157894737    ,1
CLI2646  ,F      ,No     ,0.42307692307692313 ,Si       ,Ingeniero        ,+20annos            ,Bajo       ,      0.0   ,0.5769230769230802   ,Generacion X          ,0.5929637165140726      ,Santa Cruz de Tenerife ,"0,583"          ,      0.11764705882352944 ,     1.0 ,0.3666666666666667    ,
CLI2647  ,M      ,No     ,0.10256410256410259 ,Si       ,Medico           ,<10annos            ,Bajo       ,      0.125 ,0.8974358974358978   ,Millennials           ,0.087402509325195       ,Pontevedra             ,"2,513"          ,      0.0                 ,     1.0 ,0.3508771929824562    ,
